"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"366"	366	126088275	":6,84819493796:6:::2006111,000"	NA	NA	NA	"https://www.zillow.com/homedetails/126088275_zpid/"	"KingsburySt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.1mi;3_RobertE.LeeHigh_9-12_1.3mi"	"6,848"	"1,307"	NA	657210000	1	1949	1970	"SingleFamily"	NA	NA	"3"	NA
"367"	367	44468002	"62,900"	37	NA	NA	"https://www.zillow.com/homedetails/44468002_zpid/"	"5467KingsburySt,Jacksonville,FL32205"	"32205"	"Hillcrest"	"3_RamonaBoulevardElementary_K-5_0.4mi;2_LakeShoreMiddle_6-8_2.3mi;3_RobertE.LeeHigh_9-12_2.3mi"	"8,398"	"1,682"	"860959"	599800000	NA	1951	NA	"SingleFamily"	NA	"2"	"3"	NA
"368"	368	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126071041_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"369"	369	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128660576_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"370"	370	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126406731_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"371"	371	44501429	"71,900"	57	NA	NA	"https://www.zillow.com/homedetails/44501429_zpid/"	"5328107thSt,Jacksonville,FL32244"	"32244"	"Wesconnett"	"1_TimucuanElementary_PK-5_0.3mi;2_J.E.B.StuartMiddle_6-8_1.3mi;2_NathanB.ForrestHigh_9-12_2.9mi"	"0.88"	"1,258"	"849141"	1032610000	1	1946	1946	"SingleFamily"	NA	NA	"2"	NA
"372"	372	44464745	"15,000"	15	NA	NA	"https://www.zillow.com/homedetails/44464745_zpid/"	"408BrowardSt,Jacksonville,FL32204"	"32204"	"MixonTown"	"1_WestJacksonvilleElementary_PK-5_0.8mi;3_RobertE.LeeHigh_9-12_1.2mi;9_LavillaSchooloftheArts_6-8_1.8mi"	"5,000"	"984"	"845873"	554040000	1	1917	1917	"SingleFamily"	"Bungalow"	NA	"2"	NA
"373"	373	89845214	"1974414:1,3604:201650,000:15"	NA	NA	NA	"https://www.zillow.com/homedetails/89845214_zpid/"	"233EBayStSTE901,Jacksonville,FL32202"	"32202"	"DowntownJacksonville"	"1_RichardL.BrownElementary_PK-5_1.4mi;2_MatthewW.GilbertMiddle_6-8_1.3mi;2_AndrewJacksonHigh_9-12_2.3mi"	NA	"3,357"	NA	733690930	NA	1974	1974	"Condo"	NA	"--"	"--"	NA
"374"	374	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128815913_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"375"	375	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816433_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"376"	376	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128660836_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"377"	377	44491254	"1,75,900"	110	NA	NA	"https://www.zillow.com/homedetails/44491254_zpid/"	"4580PalmerAve,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_0.5mi;3_RobertE.LeeHigh_9-12_2.0mi"	"0.28"	"1,604"	"860073"	939570000	NA	2009	NA	"SingleFamily"	"Bungalow"	"3"	"3"	NA
"378"	378	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128804063_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"379"	379	2099551423	"33,900"	NA	NA	NA	"https://www.zillow.com/homedetails/2099551423_zpid/"	"10201WestBeaverStreet#00,Jacksonville,FL32220"	"32220"	"Whitehouse"	"6_WhitehouseElementary_K-5_1.4mi;3_JosephStilwellMiddle_6-8_3.0mi;3_EdwardH.WhiteHigh_9-12_4.0mi"	NA	NA	NA	NA	1	2016	NA	"Mobile/Manufactured"	"Other"	"2"	"3"	8
"380"	380	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126749165_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"381"	381	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816340_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"382"	382	44423789	":06719946537:1,04110:::1999155,500"	NA	NA	NA	"https://www.zillow.com/homedetails/44423789_zpid/"	"7106HardenbrookLn,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_1.3mi;2_JeffersonDavisMiddle_6-8_2.2mi;2_NathanB.ForrestHigh_9-12_1.7mi"	"0.67"	"3,208"	NA	158370020	2	1994	1994	"SingleFamily"	NA	"2"	"2"	NA
"383"	383	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816547_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"384"	384	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128660575_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"385"	385	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128861753_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"386"	386	44489309	"2,00,000"	178	NA	NA	"https://www.zillow.com/homedetails/44489309_zpid/"	"3640BooneParkAve,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_1.9mi;3_RobertE.LeeHigh_9-12_0.6mi"	"5,625"	"1,125"	NA	918200010	1	1922	1970	"SingleFamily"	"Bungalow"	"2"	"2"	5
"387"	387	44413312	"74,200"	41	NA	NA	"https://www.zillow.com/homedetails/44413312_zpid/"	"1794DolomaSt,Jacksonville,FL32221"	"32221"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.1mi;3_JosephStilwellMiddle_6-8_1.5mi;3_EdwardH.WhiteHigh_9-12_1.3mi"	NA	"1,812"	"862594"	92570110	NA	1977	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"388"	388	2099551638	"33,900"	NA	NA	NA	"https://www.zillow.com/homedetails/2099551638_zpid/"	"10201WestBeaverStreet#0,Jacksonville,FL32220"	"32220"	"Whitehouse"	"6_WhitehouseElementary_K-5_1.4mi;3_JosephStilwellMiddle_6-8_3.0mi;3_EdwardH.WhiteHigh_9-12_4.0mi"	NA	NA	NA	NA	NA	2016	NA	"Mobile/Manufactured"	"Other"	"2"	"3"	8
"389"	389	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128660570_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"390"	390	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128621229_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"391"	391	44504436	"1,29,900"	78	NA	NA	"https://www.zillow.com/homedetails/44504436_zpid/"	"3820ColebrookeDr,Jacksonville,FL32210"	"32210"	"CedarHillsEstate"	"2_StonewallJacksonElementary_K-5_0.3mi;2_J.E.B.StuartMiddle_6-8_1.0mi;3_EdwardH.WhiteHigh_9-12_1.9mi"	"8,383"	"1,668"	"863913"	1051700000	1	1955	1955	"SingleFamily"	NA	"2"	"3"	NA
"392"	392	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/125731844_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"393"	393	44481647	"1,49,900"	147	NA	NA	"https://www.zillow.com/homedetails/44481647_zpid/"	"916PhillipsSt,Jacksonville,FL32207"	"32207"	"Southside"	"9_HendricksAvenueElementary_K-5_1.5mi;5_AlfredI.DupontMiddle_6-8_4.2mi;4_SamuelW.WolfsonHigh_9-12_4.8mi"	NA	"1,020"	"770219"	807750000	NA	1932	NA	"SingleFamily"	"Other"	NA	"2"	NA
"394"	394	44497216	"2,69,000"	99	NA	NA	"https://www.zillow.com/homedetails/44497216_zpid/"	"1436SwanLn,Jacksonville,FL32207"	"32207"	"Miramar"	"2_SanJoseElementary_PK-5_1.1mi;5_AlfredI.DupontMiddle_6-8_1.2mi;4_SamuelW.WolfsonHigh_9-12_2.1mi"	"0.46"	"2,713"	"861327"	991760000	1	2017	1975	"SingleFamily"	"Other"	"3"	"3"	NA
"395"	395	2098373348	"80,000"	35	NA	NA	"https://www.zillow.com/homedetails/2098373348_zpid/"	"219SantaBarbaraAve,Jacksonville,FL32254"	"32254"	"Commonwealth"	"3_RamonaBoulevardElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_1.7mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	NA	"2,299"	NA	NA	NA	1956	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"396"	396	44496211	":9,583198740:1,090:1,57813:2010115,000:85"	85	NA	NA	"https://www.zillow.com/homedetails/44496211_zpid/"	"8141CorkyLn,Jacksonville,FL32244"	"32244"	"OrtegaHills"	"5_OrtegaElementary_K-5_4.8mi;2_J.E.B.StuartMiddle_6-8_3.5mi;3_RobertE.LeeHigh_9-12_6.7mi"	"9,583"	"1,393"	NA	991221195	NA	1987	NA	"SingleFamily"	NA	"2"	"3"	NA
"397"	397	44407414	"42,000"	36	NA	NA	"https://www.zillow.com/homedetails/44407414_zpid/"	"155JacksonAveN,Jacksonville,FL32220"	"32220"	"Marietta"	"5_ThomasJeffersonElementary_K-5_0.1mi;3_JosephStilwellMiddle_6-8_1.2mi;3_EdwardH.WhiteHigh_9-12_2.5mi"	"9,246"	"1,158"	NA	55050000	1	1959	1959	"SingleFamily"	NA	"2"	"3"	NA
"398"	398	62774502	":1027620035006:7,18262:::2003128,600:::"	NA	NA	NA	"https://www.zillow.com/homedetails/62774502_zpid/"	"6783PortofinaCt,Jacksonville,FL32222"	"32222"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.9mi;2_JeffersonDavisMiddle_6-8_3.2mi;2_NathanB.ForrestHigh_9-12_2.7mi"	"102.76"	"1,936"	NA	157006280	1	2003	2003	"SingleFamily"	NA	"2"	"4"	NA
"399"	399	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816400_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"400"	400	44423646	"19894388:2,24343:::2005113,000"	NA	NA	NA	"https://www.zillow.com/homedetails/44423646_zpid/"	"6486DiamondLeafCtS,Jacksonville,FL32244"	"32244"	"McGirtsCreek"	"2_JacksonvilleHeightsElementary_K-5_0.7mi;2_JeffersonDavisMiddle_6-8_2.0mi;2_NathanB.ForrestHigh_9-12_1.4mi"	NA	"1,295"	NA	158205265	0	1989	NA	"SingleFamily"	NA	"2"	"3"	NA
"401"	406	44476047	"1,22,000"	107	NA	NA	"https://www.zillow.com/homedetails/44476047_zpid/"	"1760DavidsonSt,Jacksonville,FL32207"	"32207"	"SouthRiverside"	"9_HendricksAvenueElementary_K-5_0.4mi;5_AlfredI.DupontMiddle_6-8_2.4mi;4_SamuelW.WolfsonHigh_9-12_2.9mi"	"0.25"	"1,144"	"865755"	699690000	0	1946	2006	"SingleFamily"	"Bungalow"	NA	"2"	NA
"402"	407	82987458	"1,89,999"	86	NA	NA	"https://www.zillow.com/homedetails/82987458_zpid/"	"8215FoxdaleDr,Jacksonville,FL32210"	"32210"	"JacksonvilleHeights"	"3_GregoryDriveElementary_K-5_0.6mi;3_JosephStilwellMiddle_6-8_3.0mi;3_EdwardH.WhiteHigh_9-12_2.1mi"	NA	"2,222"	"861409"	131281195	0	2004	NA	"SingleFamily"	NA	"3"	"5"	NA
"403"	408	109776039	"1,80,000"	88	NA	NA	"https://www.zillow.com/homedetails/109776039_zpid/"	"6545PemberleyLn,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_1.5mi;2_J.E.B.StuartMiddle_6-8_3.2mi;2_NathanB.ForrestHigh_9-12_2.6mi"	"1"	"2,034"	"865071"	159110450	0	2010	NA	"SingleFamily"	"Other"	"2"	"4"	NA
"404"	409	44468709	":119456208:5,505101:::200030,642"	NA	NA	NA	"https://www.zillow.com/homedetails/44468709_zpid/"	"3213MyraSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_2.8mi;3_RobertE.LeeHigh_9-12_0.7mi"	"1"	"844"	NA	610990000	1	1945	1945	"SingleFamily"	"Bungalow"	NA	"2"	NA
"405"	410	44504630	":7,840195541:832:8928:200534,200:42<U+2122>:<U+00A0>29"	42	NA	NA	"https://www.zillow.com/homedetails/44504630_zpid/"	"6020WoodsideDr,Jacksonville,FL32210"	"32210"	"CedarHillsEstate"	"2_StonewallJacksonElementary_K-5_0.2mi;2_J.E.B.StuartMiddle_6-8_1.0mi;3_EdwardH.WhiteHigh_9-12_2.1mi"	"7,840"	"1,116"	NA	1053720000	NA	1955	NA	"SingleFamily"	NA	"2"	"3"	NA
"406"	411	61275772	":4,791200393:938:1,09017::200395,800:85"	85	NA	NA	"https://www.zillow.com/homedetails/61275772_zpid/"	"6868PlayparkTrlW,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_1.3mi;2_JeffersonDavisMiddle_6-8_1.9mi;2_NathanB.ForrestHigh_9-12_1.4mi"	"4,791"	"1,292"	NA	159101555	NA	2003	NA	"SingleFamily"	NA	"2"	"3"	NA
"407"	412	126715632	":4,60020035070:78:::200395,800"	NA	NA	NA	"https://www.zillow.com/homedetails/126715632_zpid/"	"PlayparkTrlW,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_1.3mi;2_JeffersonDavisMiddle_6-8_1.9mi;2_NathanB.ForrestHigh_9-12_1.4mi"	"4,600"	"1,292"	NA	159101555	1	2003	2003	"SingleFamily"	NA	"2"	"3"	NA
"408"	413	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126746822_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"409"	414	44421899	":20519987104:3,15127:::199721,000"	NA	NA	NA	"https://www.zillow.com/homedetails/44421899_zpid/"	"9457ParmanRd,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_0.9mi;2_NathanB.ForrestHigh_9-12_3.0mi;2_JeffersonDavisMiddle_6-8_3.4mi"	"2.05"	"2,400"	NA	152560000	1	1998	1998	"SingleFamily"	NA	"2"	"3"	NA
"410"	415	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128816337_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"411"	416	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575416_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"412"	417	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126746821_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"413"	418	55115846	"2001146:1,130:1,97514:::2013149,000&:::"	NA	NA	NA	"https://www.zillow.com/homedetails/55115846_zpid/"	"6202DuClayRd,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_0.8mi;2_J.E.B.StuartMiddle_6-8_2.6mi;2_NathanB.ForrestHigh_9-12_2.5mi"	NA	"1,858"	NA	989262185	NA	2001	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"414"	419	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575431_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"415"	420	44492594	"1962146:1,282:1,4697:201290,000&:::"	NA	NA	NA	"https://www.zillow.com/homedetails/44492594_zpid/"	"4941PerrineDr,Jacksonville,FL32210"	"32210"	"ConfederatePoint"	"2_CedarHillsElementary_PK-5_0.9mi;2_J.E.B.StuartMiddle_6-8_0.1mi;2_NathanB.ForrestHigh_9-12_1.8mi"	NA	"1,615"	NA	955260000	NA	1962	NA	"SingleFamily"	NA	"2"	"3"	NA
"416"	421	2095450262	"9,00,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2095450262_zpid/"	"6800St,Jacksonville,FL32254"	"32254"	"Commonwealth"	"3_RamonaBoulevardElementary_K-5_1.1mi;3_JosephStilwellMiddle_6-8_1.3mi;3_EdwardH.WhiteHigh_9-12_1.8mi"	NA	NA	"865062"	NA	NA	2000	NA	"MultiFamily"	"Other"	"18"	"--"	NA
"417"	428	44473738	":9,67119859:5,09596:::201787,000:61<U+2122>:<U+00A0>78"	NA	NA	NA	"https://www.zillow.com/homedetails/44473738_zpid/"	"5260ClarendonRd,Jacksonville,FL32205"	"32205"	"Hillcrest"	"1_HydeParkElementary_PK-5_0.2mi;2_LakeShoreMiddle_6-8_1.5mi;3_RobertE.LeeHigh_9-12_2.2mi"	"9,671"	"1,416"	NA	673090000	1	1985	1985	"SingleFamily"	"Other"	"2"	"4"	NA
"418"	429	44471660	"1,20,000"	95	NA	NA	"https://www.zillow.com/homedetails/44471660_zpid/"	"2650GreenSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_0.7mi;9_LavillaSchooloftheArts_6-8_2.0mi"	"5,058"	"1,262"	"863857"	647270000	1	1922	1970	"SingleFamily"	NA	NA	"3"	NA
"419"	430	82991004	":04420032810:3,17817:::2009124,000:::"	NA	NA	NA	"https://www.zillow.com/homedetails/82991004_zpid/"	"9617HazelLakeDr,Jacksonville,FL32222"	"32222"	"ChimneyLakes"	"2_WestviewK-8_K-8_2.5mi;2_NathanB.ForrestHigh_9-12_3.9mi;7_OakleafJuniorHigh_6-8_2.9mi"	"0.44"	"1,634"	NA	163142425	NA	2003	NA	"SingleFamily"	NA	"2"	"3"	7
"420"	431	44499282	":105196955:22,078110:::2017280,000:105<U+2122>:<U+00A0>72:::"	NA	NA	NA	"https://www.zillow.com/homedetails/44499282_zpid/"	"4645BadenLn,Jacksonville,FL32210"	"32210"	"OrtegaForest"	"10_JohnStocktonElementary_K-5_0.3mi;2_LakeShoreMiddle_6-8_1.9mi;3_RobertE.LeeHigh_9-12_3.3mi"	"105"	"2,661"	NA	1011940380	1	1969	1970	"SingleFamily"	"Other"	"3"	"4"	NA
"421"	432	44500036	"2,29,900"	154	NA	NA	"https://www.zillow.com/homedetails/44500036_zpid/"	"4434ShawneeSt,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_0.7mi;2_LakeShoreMiddle_6-8_0.8mi;3_RobertE.LeeHigh_9-12_2.3mi"	"7,405"	"1,496"	NA	1018640000	1	1950	1963	"SingleFamily"	"Bungalow"	"2"	"3"	9
"422"	440	44498480	"32,00,000"	221	NA	NA	"https://www.zillow.com/homedetails/44498480_zpid/"	"6120SanJoseBlvdW,Jacksonville,FL32217"	"32217"	"Lakewood"	"2_SanJoseElementary_PK-5_1.2mi;5_AlfredI.DupontMiddle_6-8_1.0mi;4_SamuelW.WolfsonHigh_9-12_2.1mi"	"3.97"	"14,455"	"781198"	1004300000	2	2	1996	NA	"SingleFamily"	"Other"	"10"	6
"423"	441	44430510	"79,900"	75	NA	NA	"https://www.zillow.com/homedetails/44430510_zpid/"	"4464RainerRd,Jacksonville,FL32210"	"32210"	"CedarHills"	"2_CedarHillsElementary_PK-5_0.1mi;2_J.E.B.StuartMiddle_6-8_0.7mi;2_NathanB.ForrestHigh_9-12_1.3mi"	"7,656"	"1,068"	"865843"	173740000	1	1971	1971	"SingleFamily"	"Ranch"	"2"	"4"	NA
"424"	442	44428189	"1,09,000"	86	NA	NA	"https://www.zillow.com/homedetails/44428189_zpid/"	"8122CoatbridgeLnE,Jacksonville,FL32244"	"32244"	"ChimneyLakes"	"7_ChimneyLakesElementary_K-5_1.7mi;2_JeffersonDavisMiddle_6-8_3.6mi;2_NathanB.ForrestHigh_9-12_3.0mi"	NA	"1,265"	"859238"	164686055	NA	1996	NA	"SingleFamily"	NA	"2"	"3"	NA
"425"	443	55114532	":10,018200011:15,630116:16:::2017175,000:71::"	NA	NA	NA	"https://www.zillow.com/homedetails/55114532_zpid/"	"549BrockhamDr,Jacksonville,FL32221"	"32221"	"CrystalSprings"	"3_ChaffeeTrailElementary_PK-5_2.7mi;3_JosephStilwellMiddle_6-8_2.7mi;3_EdwardH.WhiteHigh_9-12_3.6mi"	"10,018"	"2,451"	NA	68241490	NA	2000	NA	"SingleFamily"	"Other"	"2"	"4"	NA
"426"	444	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126088282_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"427"	445	44417779	":07219876863:6,29491:::199887,000"	NA	NA	NA	"https://www.zillow.com/homedetails/44417779_zpid/"	"3806RanchoRdE,Jacksonville,FL32221"	"32221"	"JacksonvilleHeightsWest"	"2_NormandyVillageElementary_K-5_2.8mi;3_JosephStilwellMiddle_6-8_4.2mi;3_EdwardH.WhiteHigh_9-12_4.1mi"	"0.72"	"1,669"	NA	129480410	1	1987	1987	"SingleFamily"	NA	"2"	"3"	NA
"428"	446	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126714947_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"429"	447	2095504256	"3,50,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2095504256_zpid/"	"0EmilysWalkLnE,Jacksonville,FL32221"	"32221"	"CrystalSprings"	"5_CrystalSpringsElementary_PK-5_0.5mi;3_JosephStilwellMiddle_6-8_1.4mi;3_EdwardH.WhiteHigh_9-12_2.4mi"	NA	NA	"872340"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"430"	448	44408763	":1291968321:4,592:5,91620:::2005130,000&"	NA	NA	NA	"https://www.zillow.com/homedetails/44408763_zpid/"	"582CathyTrippLn,Jacksonville,FL32220"	"32220"	"Whitehouse"	"6_WhitehouseElementary_K-5_2.1mi;3_JosephStilwellMiddle_6-8_2.7mi;3_EdwardH.WhiteHigh_9-12_3.9mi"	"1.29"	"1,520"	NA	64950030	NA	1968	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"431"	449	44483459	"2255:13,35469:163:78:2011352,500::"	NA	NA	NA	"https://www.zillow.com/homedetails/44483459_zpid/"	"3973AlhambraDrW,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.8mi;5_AlfredI.DupontMiddle_6-8_2.8mi;4_SamuelW.WolfsonHigh_9-12_3.6mi"	NA	NA	NA	831910000	NA	NA	NA	NA	NA	NA	NA	NA
"432"	459	44416444	":9,34219938513:9693:::199370,800:"	NA	NA	NA	"https://www.zillow.com/homedetails/44416444_zpid/"	"7917WinterwoodCirN,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.8mi;3_JosephStilwellMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_1.0mi"	"9,342"	"2,202"	NA	127091270	1	1993	1993	"SingleFamily"	NA	"2"	"3"	NA
"433"	460	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128575427_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"434"	461	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128576367_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"435"	462	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128583547_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"436"	463	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128620597_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"437"	464	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128577464_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"438"	465	44482651	"2,77,400"	174	NA	NA	"https://www.zillow.com/homedetails/44482651_zpid/"	"2770ThornwoodLn,Jacksonville,FL32207"	"32207"	"SouthRiverside"	"9_HendricksAvenueElementary_K-5_0.5mi;5_AlfredI.DupontMiddle_6-8_3.0mi;4_SamuelW.WolfsonHigh_9-12_3.5mi"	"7,440"	"1,590"	"843039"	823230000	2	1937	2010	"SingleFamily"	NA	"2"	"4"	8
"439"	466	44502909	"45,000"	42	NA	NA	"https://www.zillow.com/homedetails/44502909_zpid/"	"5450MarciaCir,Jacksonville,FL32210"	"32210"	"ConfederatePoint"	"1_TimucuanElementary_PK-5_0.7mi;2_J.E.B.StuartMiddle_6-8_0.5mi;2_NathanB.ForrestHigh_9-12_2.1mi"	NA	"1,068"	"851366"	1040690000	NA	1952	NA	"SingleFamily"	"Other"	NA	"2"	NA
"440"	467	2096071834	"80,000"	44	NA	NA	"https://www.zillow.com/homedetails/2096071834_zpid/"	"9359103rdStLOT239,Jacksonville,FL32210"	"32210"	"JacksonvilleHeightsWest"	"2_WestviewK-8_K-8_0.7mi;3_EdwardH.WhiteHigh_9-12_3.6mi;2_JeffersonDavisMiddle_6-8_3.2mi"	NA	"1,820"	NA	NA	1	2016	2016	"Mobile/Manufactured"	NA	"2"	"4"	NA
"441"	468	44470262	":5,74919373733:6,68886:::2007130,000<U+2122>:<U+00A0>60"	NA	NA	NA	"https://www.zillow.com/homedetails/44470262_zpid/"	"4744RamonaBlvd,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.7mi;2_LakeShoreMiddle_6-8_2.5mi;3_RobertE.LeeHigh_9-12_1.6mi"	"5,749"	"1,659"	NA	628660000	NA	1937	NA	"SingleFamily"	"Bungalow"	"2"	"4"	NA
"442"	469	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/128576311_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"443"	470	44470801	":6,098194157:836:1,0203:201095,000:61<U+2122>:<U+00A0>29"	61	NA	NA	"https://www.zillow.com/homedetails/44470801_zpid/"	"3015ErnestSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_3.0mi;3_RobertE.LeeHigh_9-12_0.7mi"	"6,098"	"1,214"	NA	635570000	NA	1941	NA	"SingleFamily"	NA	"3"	"3"	NA
